,Mkt-RF,SMB,HML,RF,
10/24/2008,-0.0328,-0.0008,-0.0035,0.00004,
10/27/2008,-0.0336,-0.0086,0.0035,0.00004,
10/28/2008,0.0977,-0.0375,0.0027,0.00004,
10/29/2008,-0.0047,0.0282,-0.0139,0.00004,
10/30/2008,0.0299,0.0201,-0.0064,0.00004,
10/31/2008,0.0188,0.0228,0.0196,0.00004,
11/03/2008,-0.0005,0.0013,0.0059,0.00001,
11/04/2008,0.0357,-0.0261,0.002,0.00001,
11/05/2008,-0.0505,0.002,-0.0146,0.00001,
11/06/2008,-0.0483,0.0155,-0.0041,0.00001,
11/07/2008,0.0262,-0.0115,-0.0078,0.00001,
11/10/2008,-0.0132,-0.007,-0.0204,0.00001,
11/11/2008,-0.0225,0.0016,0.0002,0.00001,
11/12/2008,-0.0514,-0.005,-0.0107,0.00001,
11/13/2008,0.0679,0.0075,-0.0011,0.00001,
11/14/2008,-0.0427,-0.0223,0.0003,0.00001,
11/17/2008,-0.0243,0.0182,-0.0162,0.00001,
11/18/2008,0.007,-0.0127,-0.0069,0.00001,
11/19/2008,-0.0629,-0.0003,-0.0309,0.00001,
11/20/2008,-0.066,0.017,-0.0249,0.00001,
11/21/2008,0.0611,-0.0125,-0.0204,0.00001,
11/24/2008,0.0627,-0.0132,0.0465,0.00001,
11/25/2008,0.0094,0.0006,0.0227,0.00001,
11/26/2008,0.0388,0.0165,0.0024,0.00001,
11/28/2008,0.0106,-0.0066,0.0191,0.00001,
12/01/2008,-0.0895,-0.0074,-0.0352,0,
12/02/2008,0.0397,0.0067,0.0254,0,
12/03/2008,0.0263,-0.0022,0.0147,0,
12/04/2008,-0.029,0.0002,0.0125,0,
12/05/2008,0.0375,0.0008,0.0178,0,
12/08/2008,0.038,-0.0037,0.0015,0,
12/09/2008,-0.0223,-0.0059,-0.0122,0,
12/10/2008,0.012,0.0105,-0.0098,0,
12/11/2008,-0.0293,-0.0118,-0.022,0,
12/12/2008,0.0096,0.023,0.006,0,
12/15/2008,-0.0154,-0.0127,-0.0126,0,
12/16/2008,0.0515,-0.0018,0.0242,0,
12/17/2008,-0.0062,0.0173,-0.0051,0,
12/18/2008,-0.0183,0.0091,-0.0034,0,
12/19/2008,0.0035,0.0072,-0.0003,0,
12/22/2008,-0.0187,0,-0.0075,0,
12/23/2008,-0.0089,-0.0011,-0.009,0,
12/24/2008,0.0051,-0.0032,0.0059,0,
12/26/2008,0.0063,0.0058,0.0007,0,
12/29/2008,-0.0056,-0.0141,-0.0003,0,
12/30/2008,0.0247,0.0056,0.0098,0,
12/31/2008,0.017,0.0154,0.0077,0,
01/02/2009,0.0311,-0.0132,-0.0036,0,
01/05/2009,-0.0028,0.0064,-0.0112,0,
01/06/2009,0.0087,0.0101,0.0087,0,
01/07/2009,-0.0296,0.0032,-0.0111,0,
01/08/2009,0.0047,0.0072,0.0041,0,
01/09/2009,-0.0221,-0.0143,-0.0111,0,
01/12/2009,-0.0228,0.003,-0.0181,0,
01/13/2009,0.0028,0.0041,0.0021,0,
01/14/2009,-0.0338,-0.0054,-0.0124,0,
01/15/2009,0.0039,0.0226,-0.0225,0,
01/16/2009,0.0074,0.0044,-0.0102,0,
01/20/2009,-0.0534,0.0012,-0.039,0,
01/21/2009,0.0421,-0.012,0.0253,0,
01/22/2009,-0.0162,-0.0101,-0.0161,0,
01/23/2009,0.0044,-0.0049,0.009,0,
01/26/2009,0.0054,0.0076,-0.006,0,
01/27/2009,0.0108,-0.0042,0.0032,0,
01/28/2009,0.0332,-0.0059,0.0263,0,
01/29/2009,-0.0323,-0.0015,-0.0229,0,
01/30/2009,-0.0216,0.0019,-0.0119,0,
02/02/2009,0.0006,0.0129,-0.005,0.00001,
02/03/2009,0.0146,-0.0019,-0.0235,0.00001,
02/04/2009,-0.006,-0.0023,-0.0043,0.00001,
02/05/2009,0.0161,0.0014,-0.0024,0.00001,
02/06/2009,0.0279,-0.0004,0.0219,0.00001,
02/09/2009,0.0003,-0.0093,0.002,0.00001,
02/10/2009,-0.0462,0.0106,-0.0278,0.00001,
02/11/2009,0.0075,-0.0076,0.0125,0.00001,
02/12/2009,0.003,0.0032,-0.0059,0.00001,
02/13/2009,-0.0085,0.0097,-0.0144,0.00001,
02/17/2009,-0.0436,0.01,-0.023,0.00001,
02/18/2009,-0.0033,-0.0093,-0.0071,0.00001,
02/19/2009,-0.0115,-0.0004,-0.0199,0.00001,
02/20/2009,-0.0116,-0.0002,-0.0099,0.00001,
02/23/2009,-0.0343,-0.0047,0.0087,0.00001,
02/24/2009,0.04,-0.0096,0.0293,0.00001,
02/25/2009,-0.0115,-0.0145,0.0018,0.00001,
02/26/2009,-0.0153,-0.0042,0.0128,0.00001,
02/27/2009,-0.0201,0.018,-0.0212,0.00001,
03/02/2009,-0.0475,-0.0024,-0.0029,0.00001,
03/03/2009,-0.0071,-0.0069,-0.0242,0.00001,
03/04/2009,0.0242,0.0053,-0.0098,0.00001,
03/05/2009,-0.0421,-0.0048,-0.0299,0.00001,
03/06/2009,0.002,0.0041,-0.0066,0.00001,
03/09/2009,-0.0109,-0.0093,0.0033,0.00001,
03/10/2009,0.0635,-0.0091,0.0415,0.00001,
03/11/2009,0.003,-0.0055,0.0057,0.00001,
03/12/2009,0.0416,0.0112,0.026,0.00001,
03/13/2009,0.0073,0.0017,0.0055,0.00001,
03/16/2009,-0.0055,-0.0102,0.0042,0.00001,
03/17/2009,0.032,0.0068,0.0141,0.00001,
03/18/2009,0.0218,0.0009,0.0396,0.00001,
03/19/2009,-0.0103,0.01,-0.0253,0.00001,
03/20/2009,-0.0195,-0.0036,-0.0079,0.00001,
03/23/2009,0.0689,-0.0065,0.0403,0.00001,
03/24/2009,-0.0193,-0.0114,-0.0153,0.00001,
03/25/2009,0.0094,0.0096,0.013,0.00001,
03/26/2009,0.0268,0.0189,-0.0001,0.00001,
03/27/2009,-0.0206,-0.0135,0.0028,0.00001,
03/30/2009,-0.0347,0.0174,-0.0383,0.00001,
03/31/2009,0.0129,-0.0056,0.0152,0.00001,
04/01/2009,0.0165,-0.005,0.0147,0.00001,
04/02/2009,0.0307,0.0193,0.0049,0.00001,
04/03/2009,0.0102,-0.0012,0.0086,0.00001,
04/06/2009,-0.0092,-0.0066,-0.0048,0.00001,
04/07/2009,-0.0242,-0.0073,-0.0019,0.00001,
04/08/2009,0.0128,0.0106,0.0009,0.00001,
04/09/2009,0.0392,0.0036,0.0433,0.00001,
04/13/2009,0.0026,-0.0092,0.0227,0.00001,
04/14/2009,-0.0202,-0.0007,-0.0285,0.00001,
04/15/2009,0.0112,-0.0015,0.0232,0.00001,
04/16/2009,0.0169,0.0123,0.0013,0.00001,
04/17/2009,0.0055,0.0086,0.0027,0.00001,
04/20/2009,-0.0432,0.0005,-0.0422,0.00001,
04/21/2009,0.0219,0.0079,0.0308,0.00001,
04/22/2009,-0.0061,0.0147,-0.011,0.00001,
04/23/2009,0.0066,-0.0183,0.0024,0.00001,
04/24/2009,0.0177,0.008,0.0017,0.00001,
04/27/2009,-0.0095,-0.0046,-0.0171,0.00001,
04/28/2009,-0.002,0.0092,0.0007,0.00001,
04/29/2009,0.0241,0.0075,0.0118,0.00001,
04/30/2009,-0.0004,-0.0042,-0.0064,0.00001,
05/01/2009,0.0045,-0.0048,-0.0025,0,
05/04/2009,0.0336,-0.0039,0.0293,0,
05/05/2009,-0.0027,0.0019,-0.0015,0,
05/06/2009,0.0145,-0.0207,0.0263,0,
05/07/2009,-0.0142,-0.0077,-0.008,0,
05/08/2009,0.0248,0.0026,0.0276,0,
05/11/2009,-0.0201,0.0122,-0.0245,0,
05/12/2009,-0.0031,-0.0079,-0.0163,0,
05/13/2009,-0.0291,-0.0152,-0.0148,0,
05/14/2009,0.0111,0.005,0.0096,0,
05/15/2009,-0.0102,0.0056,-0.0113,0,
05/18/2009,0.0313,0.0035,0.0193,0,
05/19/2009,-0.0004,0.002,-0.0121,0,
05/20/2009,-0.0048,-0.0002,-0.011,0,
05/21/2009,-0.0168,-0.0011,0.0035,0,
05/22/2009,-0.0015,-0.0034,-0.0058,0,
05/26/2009,0.0278,0.0152,0.0062,0,
05/27/2009,-0.018,0.0025,-0.0129,0,
05/28/2009,0.0135,-0.0137,0.0045,0,
05/29/2009,0.0138,0.0056,-0.0021,0,
06/01/2009,0.0272,0.0155,-0.0072,0,
06/02/2009,0.0029,0.0085,-0.0019,0,
06/03/2009,-0.0139,0.0078,-0.0084,0,
06/04/2009,0.0118,0.0015,0.0108,0,
06/05/2009,-0.0019,0.0013,-0.0056,0,
06/08/2009,-0.002,-0.0097,0.006,0,
06/09/2009,0.0049,0.0034,-0.0028,0,
06/10/2009,-0.0035,-0.0033,-0.0047,0,
06/11/2009,0.0063,-0.0021,0.0026,0,
06/12/2009,0.0003,-0.0019,0.0001,0,
06/15/2009,-0.0238,-0.003,-0.0033,0,
06/16/2009,-0.0133,-0.0009,-0.0026,0,
06/17/2009,-0.0008,0.009,-0.0098,0,
06/18/2009,0.0074,-0.0064,0.0041,0,
06/19/2009,0.0035,0.0029,0.0011,0,
06/22/2009,-0.0308,-0.0037,-0.0071,0,
06/23/2009,0.0008,-0.011,0.0014,0,
06/24/2009,0.0078,0.0027,-0.0018,0,
06/25/2009,0.0219,0.0081,0.0004,0,
06/26/2009,0.0004,0.0157,0.0013,0,
06/29/2009,0.0082,-0.0109,0.0036,0,
06/30/2009,-0.0074,0.0025,-0.0019,0,
07/01/2009,0.0054,0.0149,0.0019,0.00001,
07/02/2009,-0.0289,-0.006,-0.0103,0.00001,
07/06/2009,-0.0003,-0.0094,-0.0097,0.00001,
07/07/2009,-0.0193,0.0003,-0.0015,0.00001,
07/08/2009,-0.002,-0.0056,-0.0111,0.00001,
07/09/2009,0.0035,-0.0058,0.0125,0.00001,
07/10/2009,-0.0035,0.0094,-0.005,0.00001,
07/13/2009,0.0243,-0.0069,0.0181,0.00001,
07/14/2009,0.0059,0.0032,0.0063,0.00001,
07/15/2009,0.0298,0.0056,0.0141,0.00001,
07/16/2009,0.0094,0.0046,-0.0011,0.00001,
07/17/2009,-0.0005,-0.0023,-0.0004,0.00001,
07/20/2009,0.0119,0.0033,0.0037,0.00001,
07/21/2009,0.0031,-0.0053,-0.0081,0.00001,
07/22/2009,0.0008,0.0061,0.0034,0.00001,
07/23/2009,0.0237,0.0059,0.0109,0.00001,
07/24/2009,0.0038,0.0031,0.0015,0.00001,
07/27/2009,0.003,0.0009,0.0098,0.00001,
07/28/2009,-0.002,0.0029,-0.0034,0.00001,
07/29/2009,-0.0046,-0.0013,-0.0082,0.00001,
07/30/2009,0.0124,0.0031,0.0145,0.00001,
07/31/2009,0.0005,-0.0017,0.0127,0.00001,
08/03/2009,0.0163,0.001,0.0168,0.00001,
08/04/2009,0.0032,0.0043,0.0083,0.00001,
08/05/2009,-0.003,-0.0111,0.017,0.00001,
08/06/2009,-0.0062,-0.0098,0.0005,0.00001,
08/07/2009,0.0144,0.0098,0.0118,0.00001,
08/10/2009,-0.0032,0.0047,0.0027,0.00001,
08/11/2009,-0.0125,-0.0007,-0.0114,0.00001,
08/12/2009,0.0121,0.0044,0.0055,0.00001,
08/13/2009,0.0073,-0.003,0.0111,0.00001,
08/14/2009,-0.0097,-0.0121,-0.0028,0.00001,
08/17/2009,-0.0246,-0.0011,-0.0169,0.00001,
08/18/2009,0.0111,0.0047,0.013,0.00001,
08/19/2009,0.0072,0.0044,-0.0039,0.00001,
08/20/2009,0.01,-0.0004,0.0084,0.00001,
08/21/2009,0.0183,0.0036,0.0068,0.00001,
08/24/2009,-0.0009,0.0006,-0.0027,0.00001,
08/25/2009,0.0027,0.0016,0.0065,0.00001,
08/26/2009,-0.0001,0.0014,0.001,0.00001,
08/27/2009,0.0021,-0.0015,0.0053,0.00001,
08/28/2009,-0.0019,-0.0038,0.0054,0.00001,
08/31/2009,-0.0086,-0.0048,-0.0063,0.00001,
09/01/2009,-0.0215,0.001,-0.0203,0,
09/02/2009,-0.0028,0.0014,-0.007,0,
09/03/2009,0.0093,0.0003,0.0109,0,
09/04/2009,0.0131,0.0026,0.0027,0,
09/08/2009,0.0088,0.002,0.0009,0,
09/09/2009,0.009,0.008,0.0067,0,
09/10/2009,0.0108,0.0046,0.0093,0,
09/11/2009,-0.001,0.0013,-0.0009,0,
09/14/2009,0.0065,0.0009,0.0064,0,
09/15/2009,0.0044,0.0058,0.0059,0,
09/16/2009,0.0155,0.0041,0.013,0,
09/17/2009,-0.003,-0.0007,-0.0034,0,
09/18/2009,0.0023,0.0011,-0.0019,0,
09/21/2009,-0.0027,-0.0017,-0.0067,0,
09/22/2009,0.0066,-0.0009,0.015,0,
09/23/2009,-0.01,0.0015,-0.0088,0,
09/24/2009,-0.0107,-0.0066,-0.0134,0,
09/25/2009,-0.0064,0.0019,-0.0051,0,
09/28/2009,0.0179,0.0036,0.0104,0,
09/29/2009,-0.0012,-0.0006,0.0036,0,
09/30/2009,-0.004,-0.0055,-0.0063,0,
10/01/2009,-0.0263,-0.0059,-0.0137,0,
10/02/2009,-0.0049,-0.0031,-0.0014,0,
10/05/2009,0.0154,0.0009,0.0183,0,
10/06/2009,0.0142,0.0053,0.0025,0,
10/07/2009,0.0028,-0.0037,0.0056,0,
10/08/2009,0.0082,0.003,0.0034,0,
10/09/2009,0.0059,0.006,-0.0022,0,
10/12/2009,0.0036,-0.0052,0.0033,0,
10/13/2009,-0.0022,0.0012,-0.0018,0,
10/14/2009,0.0173,0.0004,0.0112,0,
10/15/2009,0.0035,-0.0023,-0.0045,0,
10/16/2009,-0.0082,-0.0001,-0.0127,0,
10/19/2009,0.0092,0.0008,0.0002,0,
10/20/2009,-0.0069,-0.007,-0.0048,0,
10/21/2009,-0.009,-0.0008,-0.0054,0,
10/22/2009,0.0105,0.0003,0.0065,0,
10/23/2009,-0.0123,-0.008,-0.0102,0,
10/26/2009,-0.012,0.0002,-0.0135,0,
10/27/2009,-0.0051,-0.0061,-0.0059,0,
10/28/2009,-0.0216,-0.0149,-0.014,0,
10/29/2009,0.022,-0.0026,0.0163,0,
10/30/2009,-0.028,-0.0007,-0.0187,0,
11/02/2009,0.0054,-0.0079,-0.0033,0,
11/03/2009,0.0045,0.0105,0.0075,0,
11/04/2009,0.0003,-0.0105,-0.0049,0,
11/05/2009,0.0207,0.0114,0.0063,0,
11/06/2009,0.0024,-0.0024,-0.0046,0,
11/09/2009,0.0217,-0.0043,0.0135,0,
11/10/2009,-0.0005,-0.008,-0.0008,0,
11/11/2009,0.0052,0.0031,0.0031,0,
11/12/2009,-0.0112,-0.0089,-0.0076,0,
11/13/2009,0.0061,0.0036,-0.0005,0,
11/16/2009,0.0154,0.013,0.002,0,
11/17/2009,0.0014,-0.0021,-0.0004,0,
11/18/2009,-0.0013,-0.0049,0.0044,0,
11/19/2009,-0.0139,-0.0079,-0.0059,0,
11/20/2009,-0.0033,0.002,-0.0047,0,
11/23/2009,0.013,0.0039,-0.0009,0,
11/24/2009,-0.0009,-0.0013,-0.0043,0,
11/25/2009,0.0047,-0.0042,0.0012,0,
11/27/2009,-0.0174,-0.0055,-0.0077,0,
11/30/2009,0.0028,-0.0039,0.0074,0,
12/01/2009,0.0128,0.0063,-0.0028,0,
12/02/2009,0.0018,0.0103,-0.003,0,
12/03/2009,-0.0086,-0.0027,-0.0034,0,
12/04/2009,0.007,0.0153,0.0075,0,
12/07/2009,-0.0015,0.0051,-0.0026,0,
12/08/2009,-0.0097,0.0006,-0.0013,0,
12/09/2009,0.0032,-0.0019,0.0001,0,
12/10/2009,0.005,-0.0096,-0.001,0,
12/11/2009,0.0043,0.0028,0.0047,0,
12/14/2009,0.008,0.0063,0.0034,0,
12/15/2009,-0.0048,0.0031,-0.0059,0,
12/16/2009,0.0019,0.0045,0.0073,0,
12/17/2009,-0.0118,0.0025,-0.0033,0,
12/18/2009,0.0068,0.0022,0.0023,0,
12/21/2009,0.0103,0.0015,0.0033,0,
12/22/2009,0.0043,0.0058,-0.001,0,
12/23/2009,0.0036,0.0091,-0.0039,0,
12/24/2009,0.0051,-0.0008,0.002,0,
12/28/2009,0.0008,-0.0012,-0.0028,0,
12/29/2009,-0.0009,0.0011,-0.0007,0,
12/30/2009,0,-0.0006,-0.0009,0,
12/31/2009,-0.0099,-0.002,0.0032,0,
01/04/2010,0.0169,0.0058,0.0112,0,
01/05/2010,0.0031,-0.0059,0.0122,0,
01/06/2010,0.0013,-0.0025,0.0052,0,
01/07/2010,0.004,0.0008,0.0094,0,
01/08/2010,0.0033,0.004,0.0001,0,
01/11/2010,0.0013,-0.0013,-0.0021,0,
01/12/2010,-0.01,-0.0019,-0.0131,0,
01/13/2010,0.0085,0.0027,0.0034,0,
01/14/2010,0.0024,0.0028,0.0005,0,
01/15/2010,-0.0112,-0.0013,-0.004,0,
01/19/2010,0.0126,0.0042,-0.0016,0,
01/20/2010,-0.0098,-0.0059,0.0025,0,
01/21/2010,-0.0174,0.0041,-0.0115,0,
01/22/2010,-0.0214,0.0055,-0.0082,0,
01/25/2010,0.0037,-0.002,0.0034,0,
01/26/2010,-0.0045,-0.0009,-0.0046,0,
01/27/2010,0.0053,0.0023,0.0016,0,
01/28/2010,-0.0118,-0.0067,0.0046,0,
01/29/2010,-0.0097,-0.0004,-0.0045,0,
02/01/2010,0.0139,-0.002,0.0091,0,
02/02/2010,0.0121,-0.0042,0.0067,0,
02/03/2010,-0.0049,0.0011,-0.0038,0,
02/04/2010,-0.0314,-0.0015,-0.0119,0,
02/05/2010,0.0029,-0.0005,-0.0006,0,
02/08/2010,-0.0079,0.0005,-0.0036,0,
02/09/2010,0.0133,0.0032,0.0059,0,
02/10/2010,-0.0017,0.0025,0.0029,0,
02/11/2010,0.0113,0.0072,0.0007,0,
02/12/2010,-0.0007,0.0097,0.0014,0,
02/16/2010,0.0175,-0.0029,0.0102,0,
02/17/2010,0.0049,0.0011,0.0012,0,
02/18/2010,0.0062,0.0011,0.0001,0,
02/19/2010,0.0028,0.0005,0.0048,0,
02/22/2010,-0.0005,-0.0004,0.0058,0,
02/23/2010,-0.0124,0.0027,-0.0094,0,
02/24/2010,0.0094,-0.0035,0.0053,0,
02/25/2010,-0.0013,0.0024,0.0028,0,
02/26/2010,0.0013,-0.0055,0.0039,0,
03/01/2010,0.012,0.0121,0.0007,0,
03/02/2010,0.0032,0.0061,0.0019,0,
03/03/2010,0.0009,0.0017,0.0009,0,
03/04/2010,0.0037,0.0009,0.0023,0,
03/05/2010,0.0143,0.0039,0.0061,0,
03/08/2010,0.0002,0.0008,0.0026,0,
03/09/2010,0.0021,0.0024,-0.001,0,
03/10/2010,0.0053,0.0005,0.0069,0,
03/11/2010,0.0043,-0.0009,-0.0011,0,
03/12/2010,-0.0002,0.0003,-0.0028,0,
03/15/2010,-0.0002,-0.0031,-0.0048,0,
03/16/2010,0.0078,-0.0014,0.0059,0,
03/17/2010,0.0057,0.0004,0.0035,0,
03/18/2010,-0.001,-0.0017,-0.0057,0,
03/19/2010,-0.0062,-0.006,-0.0063,0,
03/22/2010,0.0067,0.0089,0.0001,0,
03/23/2010,0.008,0.0035,0.0036,0,
03/24/2010,-0.006,-0.0064,0.0082,0,
03/25/2010,-0.0026,-0.0048,-0.0028,0,
03/26/2010,0.0006,-0.0008,0.0031,0,
03/29/2010,0.0059,-0.0007,0.0019,0,
03/30/2010,0.0004,0.0029,-0.0045,0,
03/31/2010,-0.0036,-0.005,0.0015,0,
04/01/2010,0.0075,-0.0001,0.0079,0.00001,
04/05/2010,0.0095,0.0107,0.0092,0.00001,
04/06/2010,0.0019,0.0024,0.0046,0.00001,
04/07/2010,-0.0048,0.0021,0.0024,0.00001,
04/08/2010,0.0031,-0.0028,0.0039,0.00001,
04/09/2010,0.0066,-0.0012,0.0017,0.00001,
04/12/2010,0.0023,0.0027,0.0006,0.00001,
04/13/2010,0.0007,0.0016,-0.0004,0.00001,
04/14/2010,0.0124,0.0087,0.0141,0.00001,
04/15/2010,0.0011,0.0059,-0.0004,0.00001,
04/16/2010,-0.0153,0.008,-0.0183,0.00001,
04/19/2010,0.0028,-0.0085,-0.0008,0.00001,
04/20/2010,0.0088,0.0066,0.0056,0.00001,
04/21/2010,-0.0006,0.0071,0.002,0.00001,
04/22/2010,0.0037,0.0081,0.0049,0.00001,
04/23/2010,0.007,0.0037,0.0057,0.00001,
04/26/2010,-0.0043,0.0045,-0.0031,0.00001,
04/27/2010,-0.0234,0.0011,-0.0141,0.00001,
04/28/2010,0.0056,-0.0074,0.0074,0.00001,
04/29/2010,0.0134,0.0046,0.0046,0.00001,
04/30/2010,-0.0172,-0.0097,-0.0092,0.00001,
05/03/2010,0.0136,0.0065,0.0061,0.00001,
05/04/2010,-0.025,-0.0058,-0.0089,0.00001,
05/05/2010,-0.0075,-0.0074,-0.0063,0.00001,
05/06/2010,-0.0327,-0.0027,-0.009,0.00001,
05/07/2010,-0.0175,-0.0135,-0.0048,0.00001,
05/10/2010,0.0447,0.0097,0.0117,0.00001,
05/11/2010,-0.0017,0.0116,-0.0015,0.00001,
05/12/2010,0.0163,0.0148,0.0019,0.00001,
05/13/2010,-0.0112,0.0032,-0.003,0.00001,
05/14/2010,-0.0192,-0.0027,-0.0076,0.00001,
05/17/2010,0.0011,0.0004,-0.0056,0.00001,
05/18/2010,-0.0141,-0.0024,-0.0096,0.00001,
05/19/2010,-0.0063,-0.0097,0.0003,0.00001,
05/20/2010,-0.0399,-0.0089,-0.0116,0.00001,
05/21/2010,0.0144,-0.0045,0.0158,0.00001,
05/24/2010,-0.0119,0.0033,-0.0091,0.00001,
05/25/2010,-0.0003,-0.0047,0.0054,0.00001,
05/26/2010,-0.0035,0.0083,0.0038,0.00001,
05/27/2010,0.0345,0.0066,0.0161,0.00001,
05/28/2010,-0.0118,0.0006,-0.0063,0.00001,
06/01/2010,-0.0189,-0.0109,-0.0157,0.00001,
06/02/2010,0.0263,0.0019,0.0043,0.00001,
06/03/2010,0.0054,0.007,-0.0028,0.00001,
06/04/2010,-0.0362,-0.0122,-0.007,0.00001,
06/07/2010,-0.0152,-0.0108,-0.0106,0.00001,
06/08/2010,0.009,-0.0147,0.0017,0.00001,
06/09/2010,-0.0046,0.0074,-0.0017,0.00001,
06/10/2010,0.0295,0.004,0.009,0.00001,
06/11/2010,0.0062,0.0093,0.0006,0.00001,
06/14/2010,-0.0006,0.0066,0.0001,0.00001,
06/15/2010,0.0236,0.0008,0.0091,0.00001,
06/16/2010,-0.0011,-0.0021,-0.0032,0.00001,
06/17/2010,0.0008,-0.0016,-0.0046,0.00001,
06/18/2010,0.0013,0,0.0024,0.00001,
06/21/2010,-0.0047,-0.0054,0,0.00001,
06/22/2010,-0.0163,-0.0034,-0.0075,0.00001,
06/23/2010,-0.0029,-0.0005,0.0023,0.00001,
06/24/2010,-0.0165,0.001,-0.0089,0.00001,
06/25/2010,0.0048,0.0105,0.0103,0.00001,
06/28/2010,-0.0023,-0.0002,-0.0071,0.00001,
06/29/2010,-0.0323,-0.0066,-0.0128,0.00001,
06/30/2010,-0.0098,0.0004,-0.0036,0.00001,
07/01/2010,-0.004,-0.0031,-0.0043,0.00001,
07/02/2010,-0.005,-0.003,-0.0043,0.00001,
07/06/2010,0.0033,-0.02,0.0008,0.00001,
07/07/2010,0.0317,0.0006,0.0045,0.00001,
07/08/2010,0.01,0.0057,0,0.00001,
07/09/2010,0.0081,0.0065,0.0058,0.00001,
07/12/2010,-0.0011,-0.0119,0.0005,0.00001,
07/13/2010,0.0176,0.0162,0.0065,0.00001,
07/14/2010,-0.0004,-0.0016,-0.0076,0.00001,
07/15/2010,0.0002,-0.0087,-0.001,0.00001,
07/16/2010,-0.0294,-0.0056,-0.0096,0.00001,
07/19/2010,0.0054,-0.0015,-0.0019,0.00001,
07/20/2010,0.0123,0.0065,0.0014,0.00001,
07/21/2010,-0.013,-0.0038,-0.0041,0.00001,
07/22/2010,0.0237,0.0125,0.0054,0.00001,
07/23/2010,0.0105,0.0147,-0.0023,0.00001,
07/26/2010,0.0123,0.0087,0.0011,0.00001,
07/27/2010,-0.0023,-0.0033,0.0035,0.00001,
07/28/2010,-0.0082,-0.009,-0.0003,0.00001,
07/29/2010,-0.0036,0.0032,0.0067,0.00001,
07/30/2010,0.0006,0.0003,-0.0022,0.00001,
08/02/2010,0.0208,-0.0054,0.0015,0.00001,
08/03/2010,-0.0055,-0.0041,-0.0051,0.00001,
08/04/2010,0.0074,0.0043,-0.001,0.00001,
08/05/2010,-0.0022,-0.0082,0.0013,0.00001,
08/06/2010,-0.0036,-0.0017,-0.0034,0.00001,
08/09/2010,0.0062,0.0062,0.0005,0.00001,
08/10/2010,-0.0079,-0.0123,-0.0021,0.00001,
08/11/2010,-0.0291,-0.0107,-0.0065,0.00001,
08/12/2010,-0.005,-0.0007,-0.0005,0.00001,
08/13/2010,-0.0047,-0.008,0.0024,0.00001,
08/16/2010,0.001,0.0092,-0.002,0.00001,
08/17/2010,0.0131,0.0059,-0.0018,0.00001,
08/18/2010,0.0021,0.0006,0.0007,0.00001,
08/19/2010,-0.0174,-0.0082,-0.0042,0.00001,
08/20/2010,-0.0028,0.0027,-0.0023,0.00001,
08/23/2010,-0.005,-0.0094,-0.0044,0.00001,
08/24/2010,-0.0148,0.0014,0.0014,0.00001,
08/25/2010,0.0045,0.0104,0.0001,0.00001,
08/26/2010,-0.0076,-0.0008,-0.0026,0.00001,
08/27/2010,0.0182,0.0092,0.0037,0.00001,
08/30/2010,-0.0154,-0.0082,-0.004,0.00001,
08/31/2010,0.0001,-0.0026,0.0077,0.00001,
09/01/2010,0.0305,0.0062,0.0047,0.00001,
09/02/2010,0.0097,0.0026,-0.0031,0.00001,
09/03/2010,0.0135,0.0035,0.002,0.00001,
09/07/2010,-0.0123,-0.0079,-0.0074,0.00001,
09/08/2010,0.0065,0.0002,0.0017,0.00001,
09/09/2010,0.0044,-0.0048,0.0054,0.00001,
09/10/2010,0.0045,-0.0009,-0.0013,0.00001,
09/13/2010,0.013,0.0112,0.0021,0.00001,
09/14/2010,-0.0006,-0.0023,-0.0052,0.00001,
09/15/2010,0.0036,0.001,-0.0023,0.00001,
09/16/2010,-0.0007,-0.0051,-0.0069,0.00001,
09/17/2010,0.0015,0.0061,-0.0058,0.00001,
09/20/2010,0.016,0.0113,0.0023,0.00001,
09/21/2010,-0.0031,-0.0027,-0.0032,0.00001,
09/22/2010,-0.0052,-0.0056,-0.0053,0.00001,
09/23/2010,-0.0078,-0.0007,-0.0068,0.00001,
09/24/2010,0.0219,0.0098,0.0048,0.00001,
09/27/2010,-0.0046,0.0021,-0.0044,0.00001,
09/28/2010,0.0058,0.0053,0.001,0.00001,
09/29/2010,-0.0017,0.0066,-0.0025,0.00001,
09/30/2010,-0.0026,0.0004,0.0029,0.00001,
10/01/2010,0.0043,-0.0006,0.0021,0.00001,
10/04/2010,-0.0088,-0.0072,-0.0007,0.00001,
10/05/2010,0.0211,0.0077,0.0014,0.00001,
10/06/2010,-0.001,-0.0039,0.0047,0.00001,
10/07/2010,-0.0016,0.0005,-0.0028,0.00001,
10/08/2010,0.0074,0.0096,-0.0013,0.00001,
10/11/2010,0.0004,0.0002,-0.0022,0.00001,
10/12/2010,0.0039,-0.0004,0.0019,0.00001,
10/13/2010,0.0078,0.0087,-0.0036,0.00001,
10/14/2010,-0.0038,0.0041,-0.0041,0.00001,
10/15/2010,0.0018,-0.0005,-0.0128,0.00001,
10/18/2010,0.0069,0.0006,0.0085,0.00001,
10/19/2010,-0.0167,-0.0068,0.0026,0.00001,
10/20/2010,0.0106,0.0007,0.0009,0.00001,
10/21/2010,0.0011,-0.0053,-0.0051,0.00001,
10/22/2010,0.0029,0.0046,-0.0043,0.00001,
